company,cc,vertical,index,raw_sector,market_cap_usd,revenue_usd,employees,ticker
Alphabet Inc. (Class A),US,,S&P500,Communication Services,,,,
Alphabet Inc. (Class C),US,,S&P500,Communication Services,,,,
Altria,US,,S&P500,Consumer Staples,,,,
Amazon,US,,S&P500,Consumer Discretionary,,,,
Amcor,US,,S&P500,Materials,,,,
Ameren,US,,S&P500,Utilities,,,,
American Electric Power,US,,S&P500,Utilities,,,,
American Express,US,,S&P500,Financials,,,,
American International Group,US,,S&P500,Financials,,,,
American Tower,US,,S&P500,Real Estate,,,,
American Water Works,US,,S&P500,Utilities,,,,
Ameriprise Financial,US,,S&P500,Financials,,,,
Ametek,US,,S&P500,Industrials,,,,
Amgen,US,,S&P500,Health Care,,,,
Amphenol,US,,S&P500,Information Technology,,,,
Analog Devices,US,,S&P500,Information Technology,,,,
Aon plc,US,,S&P500,Financials,,,,
APA Corporation,US,,S&P500,Energy,,,,
Apollo Global Management,US,,S&P500,Financials,,,,
Apple Inc.,US,,S&P500,Information Technology,,,,
Applied Materials,US,,S&P500,Information Technology,,,,
AppLovin,US,,S&P500,Information Technology,,,,
Aptiv,US,,S&P500,Consumer Discretionary,,,,
Arch Capital Group,US,,S&P500,Financials,,,,
Archer Daniels Midland,US,,S&P500,Consumer Staples,,,,
Ares Management,US,,S&P500,Financials,,,,
Arista Networks,US,,S&P500,Information Technology,,,,
Arthur J. Gallagher & Co.,US,,S&P500,Financials,,,,
Assurant,US,,S&P500,Financials,,,,
AT&T,US,,S&P500,Communication Services,,,,
Atmos Energy,US,,S&P500,Utilities,,,,
Autodesk,US,,S&P500,Information Technology,,,,
Automatic Data Processing,US,,S&P500,Industrials,,,,
AutoZone,US,,S&P500,Consumer Discretionary,,,,
AvalonBay Communities,US,,S&P500,Real Estate,,,,
Avery Dennison,US,,S&P500,Materials,,,,
Axon Enterprise,US,,S&P500,Industrials,,,,
Baker Hughes,US,,S&P500,Energy,,,,
Ball Corporation,US,,S&P500,Materials,,,,
Bank of America,US,,S&P500,Financials,,,,
Baxter International,US,,S&P500,Health Care,,,,
Becton Dickinson,US,,S&P500,Health Care,,,,
Berkshire Hathaway,US,,S&P500,Financials,,,,
Best Buy,US,,S&P500,Consumer Discretionary,,,,
Bio-Techne,US,,S&P500,Health Care,,,,
Biogen,US,,S&P500,Health Care,,,,
BlackRock,US,,S&P500,Financials,,,,
Blackstone Inc.,US,,S&P500,Financials,,,,
"Block, Inc.",US,,S&P500,Financials,,,,
BNY Mellon,US,,S&P500,Financials,,,,
Boeing,US,,S&P500,Industrials,,,,
Booking Holdings,US,,S&P500,Consumer Discretionary,,,,
Boston Scientific,US,,S&P500,Health Care,,,,
Bristol Myers Squibb,US,,S&P500,Health Care,,,,
Broadcom,US,,S&P500,Information Technology,,,,
Broadridge Financial Solutions,US,,S&P500,Industrials,,,,
Brown & Brown,US,,S&P500,Financials,,,,
Brown–Forman,US,,S&P500,Consumer Staples,,,,
Builders FirstSource,US,,S&P500,Industrials,,,,
Bunge Global,US,,S&P500,Consumer Staples,,,,
"BXP, Inc.",US,,S&P500,Real Estate,,,,
C.H. Robinson,US,,S&P500,Industrials,,,,
Cadence Design Systems,US,,S&P500,Information Technology,,,,
Camden Property Trust,US,,S&P500,Real Estate,,,,
Capital One,US,,S&P500,Financials,,,,
Cardinal Health,US,,S&P500,Health Care,,,,
Carnival Corporation,US,,S&P500,Consumer Discretionary,,,,
Carrier Global,US,,S&P500,Industrials,,,,
Carvana,US,,S&P500,Consumer Discretionary,,,,
Casey's,US,,S&P500,Consumer Staples,,,,
Caterpillar Inc.,US,,S&P500,Industrials,,,,
Cboe Global Markets,US,,S&P500,Financials,,,,
CBRE Group,US,,S&P500,Real Estate,,,,
CDW Corporation,US,,S&P500,Information Technology,,,,
Cencora,US,,S&P500,Health Care,,,,
Centene Corporation,US,,S&P500,Health Care,,,,
CenterPoint Energy,US,,S&P500,Utilities,,,,
CF Industries,US,,S&P500,Materials,,,,
Charles River Laboratories,US,,S&P500,Health Care,,,,
Charles Schwab Corporation,US,,S&P500,Financials,,,,
Charter Communications,US,,S&P500,Communication Services,,,,
Chevron Corporation,US,,S&P500,Energy,,,,
Chipotle Mexican Grill,US,,S&P500,Consumer Discretionary,,,,
Chubb Limited,US,,S&P500,Financials,,,,
Church & Dwight,US,,S&P500,Consumer Staples,,,,
Ciena,US,,S&P500,Information Technology,,,,
Cigna,US,,S&P500,Health Care,,,,
Cincinnati Financial,US,,S&P500,Financials,,,,
Cintas,US,,S&P500,Industrials,,,,
Cisco,US,,S&P500,Information Technology,,,,
Citigroup,US,,S&P500,Financials,,,,
Citizens Financial Group,US,,S&P500,Financials,,,,
Clorox,US,,S&P500,Consumer Staples,,,,
CME Group,US,,S&P500,Financials,,,,
CMS Energy,US,,S&P500,Utilities,,,,
Coca-Cola Company (The),US,,S&P500,Consumer Staples,,,,
Cognizant,US,,S&P500,Information Technology,,,,
Coherent Corp.,US,,S&P500,Information Technology,,,,
Coinbase,US,,S&P500,Financials,,,,
Colgate-Palmolive,US,,S&P500,Consumer Staples,,,,
Comcast,US,,S&P500,Communication Services,,,,
Comfort Systems USA,US,,S&P500,Industrials,,,,
ConocoPhillips,US,,S&P500,Energy,,,,
Consolidated Edison,US,,S&P500,Utilities,,,,
Constellation Brands,US,,S&P500,Consumer Staples,,,,
Constellation Energy,US,,S&P500,Utilities,,,,
Cooper Companies (The),US,,S&P500,Health Care,,,,
Copart,US,,S&P500,Industrials,,,,
Corning Inc.,US,,S&P500,Information Technology,,,,
Corpay,US,,S&P500,Financials,,,,
Corteva,US,,S&P500,Materials,,,,
CoStar Group,US,,S&P500,Real Estate,,,,
Costco,US,,S&P500,Consumer Staples,,,,
CRH plc,US,,S&P500,Materials,,,,
CrowdStrike,US,,S&P500,Information Technology,,,,
Crown Castle,US,,S&P500,Real Estate,,,,
CSX Corporation,US,,S&P500,Industrials,,,,
Cummins,US,,S&P500,Industrials,,,,
CVS Health,US,,S&P500,Health Care,,,,
Danaher Corporation,US,,S&P500,Health Care,,,,
Darden Restaurants,US,,S&P500,Consumer Discretionary,,,,
Datadog,US,,S&P500,Information Technology,,,,
DaVita,US,,S&P500,Health Care,,,,
Deckers Brands,US,,S&P500,Consumer Discretionary,,,,
Deere & Company,US,,S&P500,Industrials,,,,
Dell Technologies,US,,S&P500,Information Technology,,,,
Delta Air Lines,US,,S&P500,Industrials,,,,
Devon Energy,US,,S&P500,Energy,,,,
Dexcom,US,,S&P500,Health Care,,,,
Diamondback Energy,US,,S&P500,Energy,,,,
Digital Realty,US,,S&P500,Real Estate,,,,
Dollar General,US,,S&P500,Consumer Staples,,,,
Dollar Tree,US,,S&P500,Consumer Staples,,,,
Dominion Energy,US,,S&P500,Utilities,,,,
Domino's,US,,S&P500,Consumer Discretionary,,,,
DoorDash,US,,S&P500,Consumer Discretionary,,,,
Dover Corporation,US,,S&P500,Industrials,,,,
Dow Inc.,US,,S&P500,Materials,,,,
D. R. Horton,US,,S&P500,Consumer Discretionary,,,,
DTE Energy,US,,S&P500,Utilities,,,,
Duke Energy,US,,S&P500,Utilities,,,,
DuPont,US,,S&P500,Materials,,,,
Eaton Corporation,US,,S&P500,Industrials,,,,
eBay Inc.,US,,S&P500,Consumer Discretionary,,,,
EchoStar,US,,S&P500,Communication Services,,,,
Ecolab,US,,S&P500,Materials,,,,
Edison International,US,,S&P500,Utilities,,,,
Edwards Lifesciences,US,,S&P500,Health Care,,,,
Electronic Arts,US,,S&P500,Communication Services,,,,
Elevance Health,US,,S&P500,Health Care,,,,
Emcor,US,,S&P500,Industrials,,,,
Emerson Electric,US,,S&P500,Industrials,,,,
Entergy,US,,S&P500,Utilities,,,,
EOG Resources,US,,S&P500,Energy,,,,
EQT Corporation,US,,S&P500,Energy,,,,
Equifax,US,,S&P500,Industrials,,,,
Equinix,US,,S&P500,Real Estate,,,,
Equity Residential,US,,S&P500,Real Estate,,,,
Erie Indemnity,US,,S&P500,Financials,,,,
Essex Property Trust,US,,S&P500,Real Estate,,,,
Estée Lauder Companies (The),US,,S&P500,Consumer Staples,,,,
Everest Group,US,,S&P500,Financials,,,,
Evergy,US,,S&P500,Utilities,,,,
Eversource Energy,US,,S&P500,Utilities,,,,
Exelon,US,,S&P500,Utilities,,,,
Expand Energy,US,,S&P500,Energy,,,,
Expedia Group,US,,S&P500,Consumer Discretionary,,,,
Expeditors International,US,,S&P500,Industrials,,,,
Extra Space Storage,US,,S&P500,Real Estate,,,,
ExxonMobil,US,,S&P500,Energy,,,,
"F5, Inc.",US,,S&P500,Information Technology,,,,
FactSet,US,,S&P500,Financials,,,,
Fair Isaac,US,,S&P500,Information Technology,,,,
Fastenal,US,,S&P500,Industrials,,,,
Federal Realty Investment Trust,US,,S&P500,Real Estate,,,,
FedEx,US,,S&P500,Industrials,,,,
FedEx Freight,US,,S&P500,Industrials,,,,
Fidelity National Information Services,US,,S&P500,Financials,,,,
Fifth Third Bancorp,US,,S&P500,Financials,,,,
First Solar,US,,S&P500,Information Technology,,,,
FirstEnergy,US,,S&P500,Utilities,,,,
Fiserv,US,,S&P500,Financials,,,,
Flex Ltd.,US,,S&P500,Information Technology,,,,
Ford Motor Company,US,,S&P500,Consumer Discretionary,,,,
Fortinet,US,,S&P500,Information Technology,,,,
Fortive,US,,S&P500,Industrials,,,,
Fox Corporation (Class A),US,,S&P500,Communication Services,,,,
Fox Corporation (Class B),US,,S&P500,Communication Services,,,,
Franklin Resources,US,,S&P500,Financials,,,,
Freeport-McMoRan,US,,S&P500,Materials,,,,
Garmin,US,,S&P500,Consumer Discretionary,,,,
Gartner,US,,S&P500,Information Technology,,,,
GE Aerospace,US,,S&P500,Industrials,,,,
GE HealthCare,US,,S&P500,Health Care,,,,
GE Vernova,US,,S&P500,Industrials,,,,
Gen Digital,US,,S&P500,Information Technology,,,,
Generac,US,,S&P500,Industrials,,,,
General Dynamics,US,,S&P500,Industrials,,,,
General Mills,US,,S&P500,Consumer Staples,,,,
General Motors,US,,S&P500,Consumer Discretionary,,,,
Genuine Parts Company,US,,S&P500,Consumer Discretionary,,,,
Gilead Sciences,US,,S&P500,Health Care,,,,
Global Payments,US,,S&P500,Financials,,,,
Globe Life,US,,S&P500,Financials,,,,
GoDaddy,US,,S&P500,Information Technology,,,,
Goldman Sachs,US,,S&P500,Financials,,,,
Halliburton,US,,S&P500,Energy,,,,
Hartford (The),US,,S&P500,Financials,,,,
Hasbro,US,,S&P500,Consumer Discretionary,,,,
HCA Healthcare,US,,S&P500,Health Care,,,,
Healthpeak Properties,US,,S&P500,Real Estate,,,,
Henry Schein,US,,S&P500,Health Care,,,,
Hershey Company (The),US,,S&P500,Consumer Staples,,,,
Hewlett Packard Enterprise,US,,S&P500,Information Technology,,,,
Hilton Worldwide,US,,S&P500,Consumer Discretionary,,,,
Home Depot (The),US,,S&P500,Consumer Discretionary,,,,
Honeywell Aerospace,US,,S&P500,Industrials,,,,
Honeywell Technologies,US,,S&P500,Industrials,,,,
Hormel Foods,US,,S&P500,Consumer Staples,,,,
Host Hotels & Resorts,US,,S&P500,Real Estate,,,,
Howmet Aerospace,US,,S&P500,Industrials,,,,
HP Inc.,US,,S&P500,Information Technology,,,,
Hubbell Incorporated,US,,S&P500,Industrials,,,,
Humana,US,,S&P500,Health Care,,,,
Huntington Bancshares,US,,S&P500,Financials,,,,
Huntington Ingalls Industries,US,,S&P500,Industrials,,,,
IBM,US,,S&P500,Information Technology,,,,
IDEX Corporation,US,,S&P500,Industrials,,,,
Idexx Laboratories,US,,S&P500,Health Care,,,,
Illinois Tool Works,US,,S&P500,Industrials,,,,
Incyte,US,,S&P500,Health Care,,,,
Ingersoll Rand,US,,S&P500,Industrials,,,,
Insulet Corporation,US,,S&P500,Health Care,,,,
Intel,US,,S&P500,Information Technology,,,,
Interactive Brokers,US,,S&P500,Financials,,,,
Intercontinental Exchange,US,,S&P500,Financials,,,,
International Flavors & Fragrances,US,,S&P500,Materials,,,,
International Paper,US,,S&P500,Materials,,,,
Intuit,US,,S&P500,Information Technology,,,,
Intuitive Surgical,US,,S&P500,Health Care,,,,
Invesco,US,,S&P500,Financials,,,,
Invitation Homes,US,,S&P500,Real Estate,,,,
IQVIA,US,,S&P500,Health Care,,,,
Iron Mountain,US,,S&P500,Real Estate,,,,
J.B. Hunt,US,,S&P500,Industrials,,,,
Jabil,US,,S&P500,Information Technology,,,,
Jack Henry & Associates,US,,S&P500,Financials,,,,
Jacobs Solutions,US,,S&P500,Industrials,,,,
Johnson & Johnson,US,,S&P500,Health Care,,,,
Johnson Controls,US,,S&P500,Industrials,,,,
JPMorgan Chase,US,,S&P500,Financials,,,,
Kenvue,US,,S&P500,Consumer Staples,,,,
Keurig Dr Pepper,US,,S&P500,Consumer Staples,,,,
KeyCorp,US,,S&P500,Financials,,,,
Keysight Technologies,US,,S&P500,Information Technology,,,,
Kimberly-Clark,US,,S&P500,Consumer Staples,,,,
Kimco Realty,US,,S&P500,Real Estate,,,,
Kinder Morgan,US,,S&P500,Energy,,,,
KKR & Co.,US,,S&P500,Financials,,,,
KLA Corporation,US,,S&P500,Information Technology,,,,
Kraft Heinz,US,,S&P500,Consumer Staples,,,,
Kroger,US,,S&P500,Consumer Staples,,,,
L3Harris,US,,S&P500,Industrials,,,,
Labcorp,US,,S&P500,Health Care,,,,
Lam Research,US,,S&P500,Information Technology,,,,
Las Vegas Sands,US,,S&P500,Consumer Discretionary,,,,
Leidos,US,,S&P500,Industrials,,,,
Lennar,US,,S&P500,Consumer Discretionary,,,,
Lennox International,US,,S&P500,Industrials,,,,
Lilly (Eli),US,,S&P500,Health Care,,,,
Linde plc,US,,S&P500,Materials,,,,
Live Nation Entertainment,US,,S&P500,Communication Services,,,,
Lockheed Martin,US,,S&P500,Industrials,,,,
Loews Corporation,US,,S&P500,Financials,,,,
Lowe's,US,,S&P500,Consumer Discretionary,,,,
Lululemon Athletica,US,,S&P500,Consumer Discretionary,,,,
Lumentum,US,,S&P500,Information Technology,,,,
LyondellBasell,US,,S&P500,Materials,,,,
M&T Bank,US,,S&P500,Financials,,,,
Marathon Petroleum,US,,S&P500,Energy,,,,
Marriott International,US,,S&P500,Consumer Discretionary,,,,
Marsh McLennan,US,,S&P500,Financials,,,,
Martin Marietta Materials,US,,S&P500,Materials,,,,
Marvell Technology,US,,S&P500,Information Technology,,,,
Masco,US,,S&P500,Industrials,,,,
Mastercard,US,,S&P500,Financials,,,,
McCormick & Company,US,,S&P500,Consumer Staples,,,,
McDonald's,US,,S&P500,Consumer Discretionary,,,,
McKesson Corporation,US,,S&P500,Health Care,,,,
Medtronic,US,,S&P500,Health Care,,,,
Merck & Co.,US,,S&P500,Health Care,,,,
Meta Platforms,US,,S&P500,Communication Services,,,,
MetLife,US,,S&P500,Financials,,,,
Mettler Toledo,US,,S&P500,Health Care,,,,
MGM Resorts,US,,S&P500,Consumer Discretionary,,,,
Microchip Technology,US,,S&P500,Information Technology,,,,
Micron Technology,US,,S&P500,Information Technology,,,,
Microsoft,US,,S&P500,Information Technology,,,,
Mid-America Apartment Communities,US,,S&P500,Real Estate,,,,
Moderna,US,,S&P500,Health Care,,,,
Molson Coors Beverage Company,US,,S&P500,Consumer Staples,,,,
Mondelez International,US,,S&P500,Consumer Staples,,,,
Monolithic Power Systems,US,,S&P500,Information Technology,,,,
Monster Beverage,US,,S&P500,Consumer Staples,,,,
Moody's Corporation,US,,S&P500,Financials,,,,
Morgan Stanley,US,,S&P500,Financials,,,,
Mosaic Company (The),US,,S&P500,Materials,,,,
Motorola Solutions,US,,S&P500,Information Technology,,,,
MSCI Inc.,US,,S&P500,Financials,,,,
"Nasdaq, Inc.",US,,S&P500,Financials,,,,
NetApp,US,,S&P500,Information Technology,,,,
Netflix,US,,S&P500,Communication Services,,,,
Newmont,US,,S&P500,Materials,,,,
News Corp (Class A),US,,S&P500,Communication Services,,,,
News Corp (Class B),US,,S&P500,Communication Services,,,,
NextEra Energy,US,,S&P500,Utilities,,,,
"Nike, Inc.",US,,S&P500,Consumer Discretionary,,,,
NiSource,US,,S&P500,Utilities,,,,
Nordson Corporation,US,,S&P500,Industrials,,,,
Norfolk Southern,US,,S&P500,Industrials,,,,
Northern Trust,US,,S&P500,Financials,,,,
Northrop Grumman,US,,S&P500,Industrials,,,,
Norwegian Cruise Line Holdings,US,,S&P500,Consumer Discretionary,,,,
NRG Energy,US,,S&P500,Utilities,,,,
Nucor,US,,S&P500,Materials,,,,
Nvidia,US,,S&P500,Information Technology,,,,
"NVR, Inc.",US,,S&P500,Consumer Discretionary,,,,
NXP Semiconductors,US,,S&P500,Information Technology,,,,
O’Reilly Automotive,US,,S&P500,Consumer Discretionary,,,,
Occidental Petroleum,US,,S&P500,Energy,,,,
Old Dominion,US,,S&P500,Industrials,,,,
Omnicom Group,US,,S&P500,Communication Services,,,,
ON Semiconductor,US,,S&P500,Information Technology,,,,
Oneok,US,,S&P500,Energy,,,,
Oracle Corporation,US,,S&P500,Information Technology,,,,
Otis Worldwide,US,,S&P500,Industrials,,,,
Paccar,US,,S&P500,Industrials,,,,
Packaging Corporation of America,US,,S&P500,Materials,,,,
Palantir Technologies,US,,S&P500,Information Technology,,,,
Palo Alto Networks,US,,S&P500,Information Technology,,,,
Paramount Skydance Corporation,US,,S&P500,Communication Services,,,,
Parker Hannifin,US,,S&P500,Industrials,,,,
Paychex,US,,S&P500,Industrials,,,,
PayPal,US,,S&P500,Financials,,,,
Pentair,US,,S&P500,Industrials,,,,
PepsiCo,US,,S&P500,Consumer Staples,,,,
Pfizer,US,,S&P500,Health Care,,,,
PG&E Corporation,US,,S&P500,Utilities,,,,
Philip Morris International,US,,S&P500,Consumer Staples,,,,
Phillips 66,US,,S&P500,Energy,,,,
Pinnacle West Capital,US,,S&P500,Utilities,,,,
PNC Financial Services,US,,S&P500,Financials,,,,
PPG Industries,US,,S&P500,Materials,,,,
PPL Corporation,US,,S&P500,Utilities,,,,
Principal Financial Group,US,,S&P500,Financials,,,,
Procter & Gamble,US,,S&P500,Consumer Staples,,,,
Progressive Corporation,US,,S&P500,Financials,,,,
Prologis,US,,S&P500,Real Estate,,,,
Prudential Financial,US,,S&P500,Financials,,,,
Public Service Enterprise Group,US,,S&P500,Utilities,,,,
PTC Inc.,US,,S&P500,Information Technology,,,,
Public Storage,US,,S&P500,Real Estate,,,,
PulteGroup,US,,S&P500,Consumer Discretionary,,,,
Quanta Services,US,,S&P500,Industrials,,,,
Qualcomm,US,,S&P500,Information Technology,,,,
Quest Diagnostics,US,,S&P500,Health Care,,,,
Qnity Electronics,US,,S&P500,Information Technology,,,,
Ralph Lauren Corporation,US,,S&P500,Consumer Discretionary,,,,
Raymond James Financial,US,,S&P500,Financials,,,,
RTX Corporation,US,,S&P500,Industrials,,,,
Realty Income,US,,S&P500,Real Estate,,,,
Regency Centers,US,,S&P500,Real Estate,,,,
Regeneron Pharmaceuticals,US,,S&P500,Health Care,,,,
Regions Financial Corporation,US,,S&P500,Financials,,,,
Republic Services,US,,S&P500,Industrials,,,,
ResMed,US,,S&P500,Health Care,,,,
Revvity,US,,S&P500,Health Care,,,,
Robinhood Markets,US,,S&P500,Financials,,,,
Rockwell Automation,US,,S&P500,Industrials,,,,
"Rollins, Inc.",US,,S&P500,Industrials,,,,
Roper Technologies,US,,S&P500,Information Technology,,,,
Ross Stores,US,,S&P500,Consumer Discretionary,,,,
Royal Caribbean Group,US,,S&P500,Consumer Discretionary,,,,
S&P Global,US,,S&P500,Financials,,,,
Salesforce,US,,S&P500,Information Technology,,,,
Sandisk,US,,S&P500,Information Technology,,,,
SBA Communications,US,,S&P500,Real Estate,,,,
Schlumberger,US,,S&P500,Energy,,,,
Seagate Technology,US,,S&P500,Information Technology,,,,
Sempra,US,,S&P500,Utilities,,,,
ServiceNow,US,,S&P500,Information Technology,,,,
Sherwin-Williams,US,,S&P500,Materials,,,,
Simon Property Group,US,,S&P500,Real Estate,,,,
Skyworks Solutions,US,,S&P500,Information Technology,,,,
J.M. Smucker Company (The),US,,S&P500,Consumer Staples,,,,
Smurfit Westrock,US,,S&P500,Materials,,,,
Snap-on,US,,S&P500,Industrials,,,,
Solventum,US,,S&P500,Health Care,,,,
Southern Company,US,,S&P500,Utilities,,,,
Southwest Airlines,US,,S&P500,Industrials,,,,
Stanley Black & Decker,US,,S&P500,Industrials,,,,
Starbucks,US,,S&P500,Consumer Discretionary,,,,
State Street Corporation,US,,S&P500,Financials,,,,
Steel Dynamics,US,,S&P500,Materials,,,,
Steris,US,,S&P500,Health Care,,,,
Stryker Corporation,US,,S&P500,Health Care,,,,
Supermicro,US,,S&P500,Information Technology,,,,
Synchrony Financial,US,,S&P500,Financials,,,,
Synopsys,US,,S&P500,Information Technology,,,,
Sysco,US,,S&P500,Consumer Staples,,,,
T-Mobile US,US,,S&P500,Communication Services,,,,
T. Rowe Price,US,,S&P500,Financials,,,,
Take-Two Interactive,US,,S&P500,Communication Services,,,,
"Tapestry, Inc.",US,,S&P500,Consumer Discretionary,,,,
Targa Resources,US,,S&P500,Energy,,,,
Target Corporation,US,,S&P500,Consumer Staples,,,,
TE Connectivity,US,,S&P500,Information Technology,,,,
Teledyne Technologies,US,,S&P500,Information Technology,,,,
Teradyne,US,,S&P500,Information Technology,,,,
"Tesla, Inc.",US,,S&P500,Consumer Discretionary,,,,
Texas Instruments,US,,S&P500,Information Technology,,,,
Texas Pacific Land Corporation,US,,S&P500,Energy,,,,
Textron,US,,S&P500,Industrials,,,,
Thermo Fisher Scientific,US,,S&P500,Health Care,,,,
TJX Companies,US,,S&P500,Consumer Discretionary,,,,
TKO Group Holdings,US,,S&P500,Communication Services,,,,
Trade Desk (The),US,,S&P500,Communication Services,,,,
Tractor Supply,US,,S&P500,Consumer Discretionary,,,,
Trane Technologies,US,,S&P500,Industrials,,,,
TransDigm Group,US,,S&P500,Industrials,,,,
Travelers Companies (The),US,,S&P500,Financials,,,,
Trimble Inc.,US,,S&P500,Information Technology,,,,
Truist Financial,US,,S&P500,Financials,,,,
Tyler Technologies,US,,S&P500,Information Technology,,,,
Tyson Foods,US,,S&P500,Consumer Staples,,,,
U.S. Bancorp,US,,S&P500,Financials,,,,
Uber,US,,S&P500,Industrials,,,,
"UDR, Inc.",US,,S&P500,Real Estate,,,,
Ulta Beauty,US,,S&P500,Consumer Discretionary,,,,
Union Pacific Corporation,US,,S&P500,Industrials,,,,
United Airlines Holdings,US,,S&P500,Industrials,,,,
United Parcel Service,US,,S&P500,Industrials,,,,
United Rentals,US,,S&P500,Industrials,,,,
UnitedHealth Group,US,,S&P500,Health Care,,,,
Universal Health Services,US,,S&P500,Health Care,,,,
Valero Energy,US,,S&P500,Energy,,,,
Veeva Systems,US,,S&P500,Health Care,,,,
Ventas,US,,S&P500,Real Estate,,,,
Veralto,US,,S&P500,Industrials,,,,
Verisign,US,,S&P500,Information Technology,,,,
Verisk Analytics,US,,S&P500,Industrials,,,,
Verizon,US,,S&P500,Communication Services,,,,
Vertex Pharmaceuticals,US,,S&P500,Health Care,,,,
Vertiv,US,,S&P500,Industrials,,,,
Viatris,US,,S&P500,Health Care,,,,
Vici Properties,US,,S&P500,Real Estate,,,,
Visa Inc.,US,,S&P500,Financials,,,,
Vistra Corp.,US,,S&P500,Utilities,,,,
Vulcan Materials Company,US,,S&P500,Materials,,,,
W. R. Berkley Corporation,US,,S&P500,Financials,,,,
W. W. Grainger,US,,S&P500,Industrials,,,,
Wabtec,US,,S&P500,Industrials,,,,
Walmart,US,,S&P500,Consumer Staples,,,,
Walt Disney Company (The),US,,S&P500,Communication Services,,,,
Warner Bros. Discovery,US,,S&P500,Communication Services,,,,
Waste Management,US,,S&P500,Industrials,,,,
Waters Corporation,US,,S&P500,Health Care,,,,
WEC Energy Group,US,,S&P500,Utilities,,,,
Wells Fargo,US,,S&P500,Financials,,,,
Welltower,US,,S&P500,Real Estate,,,,
West Pharmaceutical Services,US,,S&P500,Health Care,,,,
Western Digital,US,,S&P500,Information Technology,,,,
Weyerhaeuser,US,,S&P500,Real Estate,,,,
"Williams-Sonoma, Inc.",US,,S&P500,Consumer Discretionary,,,,
Williams Companies,US,,S&P500,Energy,,,,
Willis Towers Watson,US,,S&P500,Financials,,,,
"Workday, Inc.",US,,S&P500,Information Technology,,,,
Wynn Resorts,US,,S&P500,Consumer Discretionary,,,,
Xcel Energy,US,,S&P500,Utilities,,,,
Xylem Inc.,US,,S&P500,Industrials,,,,
Yum! Brands,US,,S&P500,Consumer Discretionary,,,,
Zebra Technologies,US,,S&P500,Information Technology,,,,
Zimmer Biomet,US,,S&P500,Health Care,,,,
Zoetis,US,,S&P500,Health Care,,,,
Vietcombank,VN,,VN30,Banks,,,,
BIDV,VN,,VN30,Banks,,,,
VietinBank,VN,,VN30,Banks,,,,
Vinhomes,VN,,VN30,Real Estate,,,,
Vingroup,VN,,VN30,Conglomerate,,,,
Vinamilk,VN,,VN30,Food Products,,,,
Hoa Phat Group,VN,,VN30,Steel,,,,
FPT Corporation,VN,,VN30,Technology,,,,
Masan Group,VN,,VN30,Conglomerate,,,,
Mobile World Investment,VN,,VN30,Retail,,,,
Techcombank,VN,,VN30,Banks,,,,
Military Commercial Bank,VN,,VN30,Banks,,,,
VPBank,VN,,VN30,Banks,,,,
Asia Commercial Bank,VN,,VN30,Banks,,,,
PetroVietnam Gas,VN,,VN30,Energy,,,,
Petrolimex,VN,,VN30,Energy,,,,
SSI Securities,VN,,VN30,Financial Services,,,,
Vietcap Securities,VN,,VN30,Financial Services,,,,
Sabeco,VN,,VN30,Beverages,,,,
Refrigeration Electrical Engineering,VN,,VN30,Industrials,,,,
Vietnam Rubber Group,VN,,VN30,Materials,,,,
PetroVietnam Power,VN,,VN30,Utilities,,,,
Vincom Retail,VN,,VN30,Real Estate,,,,
Becamex IDC,VN,,VN30,Real Estate,,,,
Phat Dat Real Estate,VN,,VN30,Real Estate,,,,
Duc Giang Chemicals,VN,,VN30,Chemicals,,,,
Vietjet Air,VN,,VN30,Airlines,,,,
HDBank,VN,,VN30,Banks,,,,
TPBank,VN,,VN30,Banks,,,,
Sacombank,VN,,VN30,Banks,,,,
Absa Group,ZA,,JSE40,Banks,,,,
Anglo American,ZA,,JSE40,Mining,,,,
AngloGold Ashanti,ZA,,JSE40,Mining,,,,
Anheuser-Busch InBev,ZA,,JSE40,Beverages,,,,
Aspen Pharmacare,ZA,,JSE40,Pharma,,,,
BHP Group,ZA,,JSE40,Mining,,,,
Bid Corporation,ZA,,JSE40,Food,,,,
Bidvest Group,ZA,,JSE40,Conglomerate,,,,
British American Tobacco,ZA,,JSE40,Tobacco,,,,
Capitec Bank,ZA,,JSE40,Banks,,,,
Clicks Group,ZA,,JSE40,Retail,,,,
Discovery,ZA,,JSE40,Insurance,,,,
Exxaro Resources,ZA,,JSE40,Mining,,,,
FirstRand,ZA,,JSE40,Banks,,,,
Glencore,ZA,,JSE40,Mining,,,,
Gold Fields,ZA,,JSE40,Mining,,,,
Growthpoint Properties,ZA,,JSE40,Real Estate,,,,
Impala Platinum,ZA,,JSE40,Mining,,,,
Investec Ltd,ZA,,JSE40,Banks,,,,
Investec PLC,ZA,,JSE40,Banks,,,,
Mondi,ZA,,JSE40,Paper,,,,
Mr Price Group,ZA,,JSE40,Retail,,,,
MTN Group,ZA,,JSE40,Telecom,,,,
MultiChoice Group,ZA,,JSE40,Media,,,,
Naspers,ZA,,JSE40,Media,,,,
Nedbank Group,ZA,,JSE40,Banks,,,,
NEPI Rockcastle,ZA,,JSE40,Real Estate,,,,
Northam Platinum,ZA,,JSE40,Mining,,,,
Old Mutual,ZA,,JSE40,Insurance,,,,
Prosus,ZA,,JSE40,Technology,,,,
Reinet Investments,ZA,,JSE40,Investments,,,,
